"city","state","wellness clinic_businessType","todaysDate"
"Aberdeen","SD","27. DaVita","Wed Jul 22 09:02:32 2020"
"Aberdeen","SD","28. Dr. Kim W Jundt, MD","Wed Jul 22 09:02:32 2020"
"Aberdeen","SD","29. South Dakota Urban Indian Health","Wed Jul 22 09:02:32 2020"
"Aberdeen","SD","30. Avera St. Luke's Dialysis","Wed Jul 22 09:02:32 2020"
"Brookings","SD","1. HealthSource Chiropractic of Brookings","Wed Jul 22 09:03:13 2020"
"Brookings","SD","2. Hungerford Chiropractic","Wed Jul 22 09:03:13 2020"
"Brookings","SD","3. Bret Danielson PA","Wed Jul 22 09:03:13 2020"
"Brookings","SD","4. Dr Forsythe Cancer Care Center","Wed Jul 22 09:03:13 2020"
"Brookings","SD","5. Murray Chiropractic Clinic","Wed Jul 22 09:03:13 2020"
"Brookings","SD","6. Bradenburger, Rod, DC","Wed Jul 22 09:03:13 2020"
"Brookings","SD","7. Dr. Jona Stoebner, DC","Wed Jul 22 09:03:13 2020"
"Brookings","SD","8. Jodi L. Devine, PT","Wed Jul 22 09:03:13 2020"
"Brookings","SD","9. Eggers David V DR & Twila","Wed Jul 22 09:03:13 2020"
"Brookings","SD","10. Scott DC Munsterman Ficc","Wed Jul 22 09:03:13 2020"
"Brookings","SD","11. Dakota Wellness & Rehab","Wed Jul 22 09:03:13 2020"
"Brookings","SD","12. Dr. Emily Flannigan, DC - CLOSED","Wed Jul 22 09:03:13 2020"
"Brookings","SD","13. Brienne Torgrude, PT","Wed Jul 22 09:03:13 2020"
"Brookings","SD","14. Brookings Chiropractic Center","Wed Jul 22 09:03:13 2020"
"Brookings","SD","15. Dr. Jon Schneider, DC","Wed Jul 22 09:03:13 2020"
"Brookings","SD","16. Kleinjan Chiropractic","Wed Jul 22 09:03:13 2020"
"Brookings","SD","17. Flaskey, Jason S, DCMOVED","Wed Jul 22 09:03:13 2020"
"Brookings","SD","18. Dr. Chad Munsterman, DC","Wed Jul 22 09:03:13 2020"
"Brookings","SD","19. Jones, Matt, DC","Wed Jul 22 09:03:13 2020"
"Brookings","SD","20. Flaskey Chiropractic","Wed Jul 22 09:03:13 2020"
"Brookings","SD","21. Dr. David V Eggers, DC","Wed Jul 22 09:03:13 2020"
"Brookings","SD","22. Schneider Chiropractic Clinic","Wed Jul 22 09:03:13 2020"
"Brookings","SD","23. Lamer Chiropractic & Wellness","Wed Jul 22 09:03:13 2020"
"Brookings","SD","24. Ahlers, Kristen, DC","Wed Jul 22 09:03:13 2020"
"Brookings","SD","25. Anderson Chiropractic","Wed Jul 22 09:03:13 2020"
"Brookings","SD","26. Dr. Chad Randall Lamer, DC","Wed Jul 22 09:03:13 2020"
"Brookings","SD","27. Back In Motion Chiropractic","Wed Jul 22 09:03:13 2020"
"Brookings","SD","28. Settle Therapy Center","Wed Jul 22 09:03:13 2020"
"Brookings","SD","29. Willert Wellness & Chiropractic","Wed Jul 22 09:03:13 2020"
"Brookings","SD","30. Champion Health Chiropractic","Wed Jul 22 09:03:13 2020"
"Watertown","SD","1. Avera Medical Group Revillo","Wed Jul 22 09:04:13 2020"
"Watertown","SD","2. Family Focus Chiropractic","Wed Jul 22 09:04:13 2020"
"Watertown","SD","3. Dr Forsythe Cancer Care Center","Wed Jul 22 09:04:13 2020"
"Watertown","SD","4. Thomas L. Luzier, MD","Wed Jul 22 09:04:13 2020"
"Watertown","SD","5. Prairie Lakes Healthcare System","Wed Jul 22 09:04:13 2020"
"Watertown","SD","6. Bosley","Wed Jul 22 09:04:13 2020"
"Watertown","SD","7. Diet Doc Weight Loss","Wed Jul 22 09:04:13 2020"
"Watertown","SD","8. Anuradha Gonuguntla MD","Wed Jul 22 09:04:13 2020"
"Watertown","SD","9. Larson, Gregory R, MD","Wed Jul 22 09:04:13 2020"
"Watertown","SD","10. Shives, Aaron B, MD","Wed Jul 22 09:04:13 2020"
"Watertown","SD","11. Dr. Jeffrey O Bergsbaken, MD","Wed Jul 22 09:04:13 2020"
"Watertown","SD","12. Dr. Jonathan M McAreavey, MD","Wed Jul 22 09:04:13 2020"
"Watertown","SD","13. Lawrence, Alan A, MD","Wed Jul 22 09:04:13 2020"
"Watertown","SD","14. Jonathan M Mcareavey MD Abfp","Wed Jul 22 09:04:13 2020"
"Watertown","SD","15. Schaunaman, Gwen M, MD","Wed Jul 22 09:04:13 2020"
"Watertown","SD","16. Brown, Marshall K, MD","Wed Jul 22 09:04:13 2020"
"Watertown","SD","17. Bugbee, Jolynn A, MD","Wed Jul 22 09:04:13 2020"
"Watertown","SD","18. Sanford Health Watertown Clinic","Wed Jul 22 09:04:13 2020"
"Watertown","SD","19. Kim L Wilde MD","Wed Jul 22 09:04:13 2020"
"Watertown","SD","20. Kenneth M Johnson MD","Wed Jul 22 09:04:13 2020"
"Watertown","SD","21. Dr. Daniel J. Flaherty, MD","Wed Jul 22 09:04:13 2020"
"Watertown","SD","22. Clark W Likness MD","Wed Jul 22 09:04:13 2020"
"Watertown","SD","23. Prairie Lakes Pulmonology Clinic","Wed Jul 22 09:04:13 2020"
"Watertown","SD","24. Gregory R Larson MD","Wed Jul 22 09:04:13 2020"
"Watertown","SD","25. Michael J Moran MD","Wed Jul 22 09:04:13 2020"
"Watertown","SD","26. Prairie Lakes Rehabilitation Services","Wed Jul 22 09:04:13 2020"
"Watertown","SD","27. Salem Maaliki MD - Prairie Lakes Cardiology Clinic","Wed Jul 22 09:04:13 2020"
"Watertown","SD","28. For Life Therapy","Wed Jul 22 09:04:13 2020"
"Watertown","SD","29. Scott Torness MD","Wed Jul 22 09:04:13 2020"
"Watertown","SD","30. Kamitz, Kendra, MD","Wed Jul 22 09:04:13 2020"
"Mitchell","SD","1. First Class Wellness & Dance","Wed Jul 22 09:05:02 2020"
"Mitchell","SD","2. Avera Medical Group Salem","Wed Jul 22 09:05:02 2020"
"Mitchell","SD","3. Dr Forsythe Cancer Care Center","Wed Jul 22 09:05:02 2020"
"Mitchell","SD","4. Prairie Family Healthcare","Wed Jul 22 09:05:02 2020"
"Mitchell","SD","5. Dakota Medical Specialists Building - CLOSED","Wed Jul 22 09:05:02 2020"
"Mitchell","SD","6. Pathway Program","Wed Jul 22 09:05:02 2020"
"Mitchell","SD","7. Diane Kenkel Cnp","Wed Jul 22 09:05:02 2020"
"Mitchell","SD","8. Awaking Cryotherapy","Wed Jul 22 09:05:02 2020"
"Mitchell","SD","9. Avera St. Benedict CRH Clinic - Parkston","Wed Jul 22 09:05:02 2020"
"Mitchell","SD","10. James J Cody, Other","Wed Jul 22 09:05:02 2020"
"Mitchell","SD","11. Douglas County Health Nursing","Wed Jul 22 09:05:02 2020"
"Mitchell","SD","12. Armour Health Dept","Wed Jul 22 09:05:02 2020"
"Mitchell","SD","13. Prairie Health Clinic","Wed Jul 22 09:05:02 2020"
"Mitchell","SD","14. Woonsocket Community Health","Wed Jul 22 09:05:02 2020"
"Yankton","SD","1. Santee Health Center & Wellness","Wed Jul 22 09:05:48 2020"
"Yankton","SD","2. Back & Nerve Chiropractic Center","Wed Jul 22 09:05:48 2020"
"Yankton","SD","3. Avera Medical Group Crofton","Wed Jul 22 09:05:48 2020"
"Yankton","SD","4. Avera Medical Group Niobrara","Wed Jul 22 09:05:48 2020"
"Yankton","SD","5. Dr Forsythe Cancer Care Center","Wed Jul 22 09:05:48 2020"
"Yankton","SD","6. Yankton Surgical Associates","Wed Jul 22 09:05:48 2020"
"Yankton","SD","7. Ben Jensen Dental","Wed Jul 22 09:05:48 2020"
"Yankton","SD","8. Eichfeld Amy M MD","Wed Jul 22 09:05:48 2020"
"Yankton","SD","9. Larson, Dawn M, MD","Wed Jul 22 09:05:48 2020"
"Yankton","SD","10. George Fournier Jr MD","Wed Jul 22 09:05:48 2020"
"Yankton","SD","11. Dr. Scott A Weber, DO","Wed Jul 22 09:05:48 2020"
"Yankton","SD","12. Hanson, McKenzie E, MD","Wed Jul 22 09:05:48 2020"
"Yankton","SD","13. Villanueva, Mary Lee, MD","Wed Jul 22 09:05:48 2020"
"Yankton","SD","14. First Chiropractic Center","Wed Jul 22 09:05:48 2020"
"Yankton","SD","15. Dr. Kevin B Bray, MD","Wed Jul 22 09:05:48 2020"
"Yankton","SD","16. Avera Center-Mind Body Spirit","Wed Jul 22 09:05:48 2020"
"Yankton","SD","17. Withrow, David W, MD","Wed Jul 22 09:05:48 2020"
"Yankton","SD","18. American Pain Relief Institute","Wed Jul 22 09:05:48 2020"
"Yankton","SD","19. Pietila, Michael P, MD","Wed Jul 22 09:05:48 2020"
"Yankton","SD","20. Neumayr, Robert J, MD","Wed Jul 22 09:05:48 2020"
"Yankton","SD","21. Garry Ryan J MD","Wed Jul 22 09:05:48 2020"
"Yankton","SD","22. Walmart - Pharmacy","Wed Jul 22 09:05:48 2020"
"Yankton","SD","23. Ferrell, Robert T, MD","Wed Jul 22 09:05:48 2020"
"Yankton","SD","24. Centerville Medical Clinic","Wed Jul 22 09:05:48 2020"
"Yankton","SD","25. Dr. Carroll Isburg, MD","Wed Jul 22 09:05:48 2020"
"Yankton","SD","26. Dr. LUKE C SERCK, MD","Wed Jul 22 09:05:48 2020"
"Yankton","SD","27. Avera Medical Group Family Medicine Yankton","Wed Jul 22 09:05:48 2020"
"Yankton","SD","28. James D Kerr","Wed Jul 22 09:05:48 2020"
"Yankton","SD","29. Appelwick James E MD","Wed Jul 22 09:05:48 2020"
"Yankton","SD","30. Yankton Medical Clinic PC Associates","Wed Jul 22 09:05:48 2020"
"Huron","SD","1. Women's Wellness Center","Wed Jul 22 09:06:33 2020"
"Huron","SD","2. Dr Forsythe Cancer Care Center","Wed Jul 22 09:06:33 2020"
"Huron","SD","3. Huron Clinic","Wed Jul 22 09:06:33 2020"
"Huron","SD","4. Missouri River Dentistry","Wed Jul 22 09:06:33 2020"
"Huron","SD","5. Tschetter & Hohm Clinic, P.C.","Wed Jul 22 09:06:33 2020"
"Huron","SD","6. Yankton Surgical Associates","Wed Jul 22 09:06:33 2020"
"Huron","SD","7. .Albrecht Chiropractic Services","Wed Jul 22 09:06:33 2020"
"Huron","SD","8. Aegis Therapies","Wed Jul 22 09:06:33 2020"
"Huron","SD","9. Hrmc Pediatric Clinic","Wed Jul 22 09:06:33 2020"
"Huron","SD","10. Robins Nest Pediatrics PLLC","Wed Jul 22 09:06:33 2020"
"Huron","SD","11. Urology Specialists","Wed Jul 22 09:06:33 2020"
"Huron","SD","12. Horizon Healthcare","Wed Jul 22 09:06:33 2020"
"Huron","SD","13. Huron Area Family Planning - CLOSED","Wed Jul 22 09:06:33 2020"
"Huron","SD","14. Avera Medical Group Specialty Clinic","Wed Jul 22 09:06:33 2020"
"Huron","SD","15. Castellanos Sara H DO","Wed Jul 22 09:06:33 2020"
"Huron","SD","16. Walmart - Pharmacy","Wed Jul 22 09:06:33 2020"
"Huron","SD","17. Carr Chiropractic Clinics PC","Wed Jul 22 09:06:33 2020"
"Huron","SD","18. HRMC Surgical Clinic","Wed Jul 22 09:06:33 2020"
"Huron","SD","19. Belyea Balvin Clinic","Wed Jul 22 09:06:33 2020"
"Huron","SD","20. Avera Orthopedics - Huron","Wed Jul 22 09:06:33 2020"
"Huron","SD","21. Horizon Health Care","Wed Jul 22 09:06:33 2020"
"Huron","SD","22. Horizon Health Care Inc","Wed Jul 22 09:06:33 2020"
"Huron","SD","23. Avera Weskota Memorial Hospital","Wed Jul 22 09:06:33 2020"
"Huron","SD","24. Whiting Memorial Clinic","Wed Jul 22 09:06:33 2020"
"Huron","SD","25. Lorinda Holland, RN, NP","Wed Jul 22 09:06:33 2020"
"Huron","SD","26. Woonsocket Community Health","Wed Jul 22 09:06:33 2020"
"Huron","SD","27. Avera Medical Group De Smet","Wed Jul 22 09:06:33 2020"
"Huron","SD","28. Bell Medical Services PA","Wed Jul 22 09:06:33 2020"
"Huron","SD","29. Avera De Smet Memorial Hospital","Wed Jul 22 09:06:33 2020"
"Huron","SD","30. Bosley","Wed Jul 22 09:06:33 2020"
"Huron","SD","AdTschetter & Hohm Clinic, P.C.","Wed Jul 22 09:06:33 2020"
"Pierre","SD","1. Dr Forsythe Cancer Care Center","Wed Jul 22 09:07:16 2020"
"Pierre","SD","2. Central Dakota EyeCare","Wed Jul 22 09:07:16 2020"
"Pierre","SD","3. Walmart - Pharmacy","Wed Jul 22 09:07:16 2020"
"Pierre","SD","4. Mary J Nemec Np","Wed Jul 22 09:07:16 2020"
"Pierre","SD","5. SD Urban Indian Health","Wed Jul 22 09:07:16 2020"
"Pierre","SD","6. Wright, Paul L, MD","Wed Jul 22 09:07:16 2020"
"Pierre","SD","7. Bales Chiropractic Clinic","Wed Jul 22 09:07:16 2020"
"Pierre","SD","8. Mathews Cris Pac","Wed Jul 22 09:07:16 2020"
"Pierre","SD","9. Admin Office","Wed Jul 22 09:07:16 2020"
"Pierre","SD","10. Dr. Michael T Richardson, MD","Wed Jul 22 09:07:16 2020"
"Pierre","SD","11. Linn Medical Clinic","Wed Jul 22 09:07:16 2020"
"Pierre","SD","12. Monroe Chiropractic","Wed Jul 22 09:07:16 2020"
"Pierre","SD","13. Avera Orthopedics - Pierre","Wed Jul 22 09:07:16 2020"
"Pierre","SD","14. Avera St. Mary's Hospital","Wed Jul 22 09:07:16 2020"
"Pierre","SD","15. Avera Medical Group Pierre - E Sioux Ave","Wed Jul 22 09:07:16 2020"
"Pierre","SD","16. Avera Medical Group Pierre - MAC Lane","Wed Jul 22 09:07:16 2020"
"Pierre","SD","17. Health Pierre Clinic","Wed Jul 22 09:07:16 2020"
"Pierre","SD","18. Avera Medical Group Anesthesiology Pierre","Wed Jul 22 09:07:16 2020"
"Pierre","SD","19. Missouri River Dentistry","Wed Jul 22 09:07:16 2020"
"Pierre","SD","20. Rural Health Care Inc","Wed Jul 22 09:07:16 2020"
"Pierre","SD","21. Saint Marys Home Health/Saint Marys Health Care","Wed Jul 22 09:07:16 2020"
"Pierre","SD","22. Onida Clinic","Wed Jul 22 09:07:16 2020"
"Spearfish","SD","1. Dakota Wellness Clinic","Wed Jul 22 09:07:59 2020"
"Spearfish","SD","2. Canyon Wellness & Chiropractic Center","Wed Jul 22 09:07:59 2020"
"Spearfish","SD","3. Dr Forsythe Cancer Care Center","Wed Jul 22 09:07:59 2020"
"Spearfish","SD","4. Sack Chiropractic","Wed Jul 22 09:07:59 2020"
"Spearfish","SD","5. Dr. Bjorn Carr Nelson, DC","Wed Jul 22 09:07:59 2020"
"Spearfish","SD","6. Dr. Michael P Sack, DC","Wed Jul 22 09:07:59 2020"
"Spearfish","SD","7. Body Works Inc.","Wed Jul 22 09:07:59 2020"
"Spearfish","SD","8. HealthSource Chiropractic","Wed Jul 22 09:07:59 2020"
"Spearfish","SD","9. All About Potential Family Chiropractic","Wed Jul 22 09:07:59 2020"
"Spearfish","SD","10. Nelson Chiropractic Clinic","Wed Jul 22 09:07:59 2020"
"Spearfish","SD","11. Lifestyle Chiropractic","Wed Jul 22 09:07:59 2020"
"Spearfish","SD","12. Johnson Chiropractic & Wellness - CLOSED","Wed Jul 22 09:07:59 2020"
"Spearfish","SD","13. Tony DR Hintgen Chiropractor","Wed Jul 22 09:07:59 2020"
"Spearfish","SD","14. Hourigan Scott & Dawn Dc","Wed Jul 22 09:07:59 2020"
"Spearfish","SD","15. Northern Hills Chiropractic","Wed Jul 22 09:07:59 2020"
"Spearfish","SD","16. Michael Weber DC","Wed Jul 22 09:07:59 2020"
"Spearfish","SD","17. Dr. Robert McIntosh, DC","Wed Jul 22 09:07:59 2020"
"Spearfish","SD","18. Active Living Chiropractic","Wed Jul 22 09:07:59 2020"
"Spearfish","SD","19. Eklund Chiropractic","Wed Jul 22 09:07:59 2020"
"Spearfish","SD","20. Kari A Bennett DC","Wed Jul 22 09:07:59 2020"
"Spearfish","SD","21. Devon Wentz DC","Wed Jul 22 09:07:59 2020"
"Spearfish","SD","22. Eklund Chiropractic DR","Wed Jul 22 09:07:59 2020"
"Spearfish","SD","23. Johnson, Will John, DC","Wed Jul 22 09:07:59 2020"
"Spearfish","SD","24. Whitewood Creek Chiropractic","Wed Jul 22 09:07:59 2020"
"Spearfish","SD","25. Delzer Chiropractic","Wed Jul 22 09:07:59 2020"
"Spearfish","SD","26. All About Potential Family Chiropractic - Scott Hourigan DC","Wed Jul 22 09:07:59 2020"
"Spearfish","SD","27. Tri State Chiropractic Center","Wed Jul 22 09:07:59 2020"
"Spearfish","SD","28. Belle Fourche Family Chiropractic","Wed Jul 22 09:07:59 2020"
"Spearfish","SD","29. St8ne Walker","Wed Jul 22 09:07:59 2020"
"Spearfish","SD","30. Dr. Jerrid W. Goebel, DC","Wed Jul 22 09:07:59 2020"
"Nashville","TN","1. We Care Too Health and Wellness Clinic","Wed Jul 22 09:08:42 2020"
"Nashville","TN","2. Ardella Family Wellness Clinic","Wed Jul 22 09:08:42 2020"
"Nashville","TN","3. Longevity Health & Wellness Clinics","Wed Jul 22 09:08:42 2020"
"Nashville","TN","4. Lifeway Wellness Family Clinic","Wed Jul 22 09:08:42 2020"
"Nashville","TN","5. Get Well Clinic","Wed Jul 22 09:08:42 2020"
"Nashville","TN","6. We Care Too Health & Wellness Clinic","Wed Jul 22 09:08:42 2020"
"Nashville","TN","7. Thrive Health & Wellness Clinic","Wed Jul 22 09:08:42 2020"
"Nashville","TN","8. Progressive Wellness Clinic","Wed Jul 22 09:08:42 2020"
"Nashville","TN","9. PainND Pain & Wellness Clinics","Wed Jul 22 09:08:42 2020"
"Nashville","TN","10. Star Wellness Clinic","Wed Jul 22 09:08:42 2020"
"Nashville","TN","11. Get Well Clinic","Wed Jul 22 09:08:42 2020"
"Nashville","TN","12. Zion Wellness & Medical Clinic","Wed Jul 22 09:08:42 2020"
"Nashville","TN","13. Hendon Chiropractic & Wellness Center","Wed Jul 22 09:08:42 2020"
"Nashville","TN","14. Momentum Medical + Wellness","Wed Jul 22 09:08:42 2020"
"Nashville","TN","15. Living Well Chiropractic","Wed Jul 22 09:08:42 2020"
"Nashville","TN","16. Vanderbilt Executive Wellness and Concierge Medicine","Wed Jul 22 09:08:42 2020"
"Nashville","TN","17. Vanderbilt Executive Health and Wellness","Wed Jul 22 09:08:42 2020"
"Nashville","TN","18. Graceful Hands Chiropractic & Wellness Center","Wed Jul 22 09:08:42 2020"
"Nashville","TN","19. Downtown Wellness","Wed Jul 22 09:08:42 2020"
"Nashville","TN","20. Health Link Wellness Screening","Wed Jul 22 09:08:42 2020"
"Nashville","TN","21. CS Health & Wellness","Wed Jul 22 09:08:42 2020"
"Nashville","TN","22. Roth Wellness & Chiropractic","Wed Jul 22 09:08:42 2020"
"Nashville","TN","23. Health & Wellness Center","Wed Jul 22 09:08:42 2020"
"Nashville","TN","24. Kestner Health And Wellness","Wed Jul 22 09:08:42 2020"
"Nashville","TN","25. Impact Fitness and Wellness Solutions","Wed Jul 22 09:08:42 2020"
"Nashville","TN","26. Health Sphere Wellness Center","Wed Jul 22 09:08:42 2020"
"Nashville","TN","27. Boomershine Wellness Centers","Wed Jul 22 09:08:42 2020"
"Nashville","TN","28. Thrive Wellness Groups","Wed Jul 22 09:08:42 2020"
"Nashville","TN","29. Hope Wellness Center","Wed Jul 22 09:08:42 2020"
"Nashville","TN","30. Hendersonville Wellness and Spa","Wed Jul 22 09:08:42 2020"
"Nashville","TN","AdNashville General Hospital","Wed Jul 22 09:08:42 2020"
"Nashville","TN","AdMetro  General Hospital","Wed Jul 22 09:08:42 2020"
"Nashville","TN","31. Living Well Center","Wed Jul 22 09:08:42 2020"
"Nashville","TN","32. Rapha Family Wellness","Wed Jul 22 09:08:42 2020"
"Nashville","TN","33. Weight-No-More","Wed Jul 22 09:08:42 2020"
"Nashville","TN","34. Elite Chiropractic & Wellness Center Of Hickory Hollow","Wed Jul 22 09:08:42 2020"
"Nashville","TN","35. C S Health & Wellness","Wed Jul 22 09:08:42 2020"
"Nashville","TN","36. Wellspring Health & Wellness","Wed Jul 22 09:08:42 2020"
"Nashville","TN","37. CF Health And Wellness","Wed Jul 22 09:08:42 2020"
"Nashville","TN","38. Sweeney Chiropractic-180 Chiropractic & Wellness","Wed Jul 22 09:08:42 2020"
"Nashville","TN","39. ChiroCore Wellness","Wed Jul 22 09:08:42 2020"
"Nashville","TN","40. Elite Wellness Centers","Wed Jul 22 09:08:42 2020"
"Nashville","TN","41. Wellness Nashville","Wed Jul 22 09:08:42 2020"
"Nashville","TN","42. Temple Simple Health Wellness","Wed Jul 22 09:08:42 2020"
"Nashville","TN","43. Meseck Family Chiropractic","Wed Jul 22 09:08:42 2020"
"Nashville","TN","44. Living Well Health Center","Wed Jul 22 09:08:42 2020"
"Nashville","TN","45. Health Wellness & Sunshine Nature's Sunshine","Wed Jul 22 09:08:42 2020"
"Nashville","TN","46. Warm Springs Wellness Ctr","Wed Jul 22 09:08:42 2020"
"Nashville","TN","47. Gresham Cardiology & Wellness Center Of Murfreesboro P","Wed Jul 22 09:08:42 2020"
"Nashville","TN","48. Rutherford Spine & Wellness Center","Wed Jul 22 09:08:42 2020"
"Nashville","TN","49. Weatherstone Family Wellness","Wed Jul 22 09:08:42 2020"
"Nashville","TN","50. South Nashville Chiropractic Clinic","Wed Jul 22 09:08:42 2020"
"Nashville","TN","51. Eckley Chiropractic Clinic","Wed Jul 22 09:08:42 2020"
"Nashville","TN","52. Joelton Chiropractic Clinic","Wed Jul 22 09:08:42 2020"
"Nashville","TN","53. WY Acupuncture Clinic, PLLC","Wed Jul 22 09:08:42 2020"
"Nashville","TN","54. Gallatin Chiropractic Clinic","Wed Jul 22 09:08:42 2020"
"Nashville","TN","55. Livingston Chiropractic Clinic","Wed Jul 22 09:08:42 2020"
"Nashville","TN","56. Mitchellfamily Clinic","Wed Jul 22 09:08:42 2020"
"Nashville","TN","57. Spring Hill Specialty Clinic","Wed Jul 22 09:08:42 2020"
"Nashville","TN","58. Murfreesboro Chiropractic Clinic","Wed Jul 22 09:08:42 2020"
"Nashville","TN","59. Vibrance Family Chiropractic - East Nashville","Wed Jul 22 09:08:42 2020"
"Nashville","TN","60. Davis Holistic Chiropractic Center","Wed Jul 22 09:08:42 2020"
"Nashville","TN","61. Heritage Medical Associates","Wed Jul 22 09:08:42 2020"
"Nashville","TN","62. East Nashville Family Medicine","Wed Jul 22 09:08:42 2020"
"Nashville","TN","63. EBS Healthcare","Wed Jul 22 09:08:42 2020"
"Nashville","TN","64. Centre for Healthcare Planning","Wed Jul 22 09:08:42 2020"
"Nashville","TN","65. Dohnal Chiropractic","Wed Jul 22 09:08:42 2020"
"Nashville","TN","66. Bellevue Chiropractic Center","Wed Jul 22 09:08:42 2020"
"Nashville","TN","67. Hcca International","Wed Jul 22 09:08:42 2020"
"Nashville","TN","68. Heather Wibbels LMT","Wed Jul 22 09:08:42 2020"
"Nashville","TN","69. Jenkins Chiropractic","Wed Jul 22 09:08:42 2020"
"Nashville","TN","70. Results Physiotherapy","Wed Jul 22 09:08:42 2020"
"Nashville","TN","71. Middle Tn Center for Alternative Medicine","Wed Jul 22 09:08:42 2020"
"Nashville","TN","72. Hcca International","Wed Jul 22 09:08:42 2020"
"Nashville","TN","73. Cool Springs Chiropractic","Wed Jul 22 09:08:42 2020"
"Nashville","TN","74. Kingston Springs Pharmacy","Wed Jul 22 09:08:42 2020"
"Nashville","TN","75. Dr. Frank C. Etlinger, DC","Wed Jul 22 09:08:42 2020"
"Nashville","TN","76. Revolution Chiropractic","Wed Jul 22 09:08:42 2020"
"Nashville","TN","77. H3O Aquatics","Wed Jul 22 09:08:42 2020"
"Nashville","TN","78. STAR Physical Therapy","Wed Jul 22 09:08:42 2020"
"Nashville","TN","79. Dr Forsythe Cancer Care Center","Wed Jul 22 09:08:42 2020"
"Nashville","TN","80. Cool Springs Family ChiropracticMOVED","Wed Jul 22 09:08:42 2020"
"Memphis","TN","1. Midsouth Wellness Clinic For","Wed Jul 22 09:09:24 2020"
"Memphis","TN","2. Heritage Health Care Solutions Wellness Clinic","Wed Jul 22 09:09:24 2020"
"Memphis","TN","3. Midsouth Wellness Clinic For Men","Wed Jul 22 09:09:24 2020"
"Memphis","TN","4. 901 Health & Wellness Clinic","Wed Jul 22 09:09:24 2020"
"Memphis","TN","5. Pro Health Wellness Clinic","Wed Jul 22 09:09:24 2020"
"Memphis","TN","6. Midsouth Wellness Clinic for Men","Wed Jul 22 09:09:24 2020"
"Memphis","TN","7. My Family Health and Wellness Clinic","Wed Jul 22 09:09:24 2020"
"Memphis","TN","8. Get Well Childrens Clinic","Wed Jul 22 09:09:24 2020"
"Memphis","TN","9. Wellness Clinic","Wed Jul 22 09:09:24 2020"
"Memphis","TN","10. Bee Well Health Clinic","Wed Jul 22 09:09:24 2020"
"Memphis","TN","11. Dr Ly Natural Health","Wed Jul 22 09:09:24 2020"
"Memphis","TN","12. The Shot Nurse Immunization & Wellness Service","Wed Jul 22 09:09:24 2020"
"Memphis","TN","13. Maximum Health & Wellness","Wed Jul 22 09:09:24 2020"
"Memphis","TN","14. Total Health Chiropractic and Wellness Center","Wed Jul 22 09:09:24 2020"
"Memphis","TN","15. Baptist Wellness Complex","Wed Jul 22 09:09:24 2020"
"Memphis","TN","16. Uams-Dcoa Wellness & Education Center","Wed Jul 22 09:09:24 2020"
"Memphis","TN","17. Holt Therapy & Wellness PLLC","Wed Jul 22 09:09:24 2020"
"Memphis","TN","18. The Shot Nurse Immunization & Wellness Service","Wed Jul 22 09:09:24 2020"
"Memphis","TN","19. Vitality Mens Health and Wellness","Wed Jul 22 09:09:24 2020"
"Memphis","TN","20. NexGen Health and Wellness","Wed Jul 22 09:09:24 2020"
"Memphis","TN","21. Kingdom Wellness Counseling","Wed Jul 22 09:09:24 2020"
"Memphis","TN","22. Wellness Works","Wed Jul 22 09:09:24 2020"
"Memphis","TN","23. Family Wellness Center","Wed Jul 22 09:09:24 2020"
"Memphis","TN","24. Women Of WellnessMOVED","Wed Jul 22 09:09:24 2020"
"Memphis","TN","25. Ruch Clinic","Wed Jul 22 09:09:24 2020"
"Memphis","TN","26. Magnolia Clinic","Wed Jul 22 09:09:24 2020"
"Memphis","TN","27. Cordova Medical Clinic","Wed Jul 22 09:09:24 2020"
"Memphis","TN","28. The Wootton Clinic","Wed Jul 22 09:09:24 2020"
"Memphis","TN","29. The Jones Clinic","Wed Jul 22 09:09:24 2020"
"Memphis","TN","30. Acupuncture and Healing Arts Medical Group","Wed Jul 22 09:09:24 2020"
"Memphis","TN","31. L M Walker And Associates","Wed Jul 22 09:09:24 2020"
"Memphis","TN","32. Tristate Medical Group","Wed Jul 22 09:09:24 2020"
"Memphis","TN","33. Total Health Chiro & Rehab","Wed Jul 22 09:09:24 2020"
"Memphis","TN","34. Smith Leslie E MD","Wed Jul 22 09:09:24 2020"
"Memphis","TN","35. East Memphis Chiropractic Associates","Wed Jul 22 09:09:24 2020"
"Memphis","TN","36. Ut Medical Group Inc General Internal Medicine","Wed Jul 22 09:09:24 2020"
"Memphis","TN","37. Baptist Memorial Medical Group","Wed Jul 22 09:09:24 2020"
"Memphis","TN","38. Getwell Chiro","Wed Jul 22 09:09:24 2020"
"Memphis","TN","39. Advanced Physical Therapy, LLC","Wed Jul 22 09:09:24 2020"
"Memphis","TN","40. Mid-South Chiropractic & Therapeutic Massage","Wed Jul 22 09:09:24 2020"
"Memphis","TN","41. Burford Spinal Rehab","Wed Jul 22 09:09:24 2020"
"Memphis","TN","42. Pittman Physical Therapy","Wed Jul 22 09:09:24 2020"
"Memphis","TN","43. Dr Forsythe Cancer Care Center","Wed Jul 22 09:09:24 2020"
"Knoxville","TN","1. Neurology, Headache, & Wellness Clinic","Wed Jul 22 09:10:09 2020"
"Knoxville","TN","2. Pet Well Clinic","Wed Jul 22 09:10:09 2020"
